relationship_element_id,start_node_element_id,end_node_element_id
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.lowitja.org.au/wp-content/uploads/2023/10/328550_data-governance-and-sovereignty.pdf,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.lowitja.org.au/wp-content/uploads/2023/10/328550_data-governance-and-sovereignty.pdf,"
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.naccho.org.au/aboriginal-community-controlled-health/,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.naccho.org.au/aboriginal-community-controlled-health/,"
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.naccho.org.au/governance/,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.naccho.org.au/governance/,"
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.naccho.org/uploads/full-width-images/25-01-Data-Strategy.pdf,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.naccho.org/uploads/full-width-images/25-01-Data-Strategy.pdf,"
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.niaa.gov.au/resource-centre/framework-governance-indigenous-data,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.niaa.gov.au/resource-centre/framework-governance-indigenous-data,"
"HAS_SOURCE|Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos|SourceURL|https://www.sciencedirect.com/science/article/pii/S1326020023007458,",Custodian|custodian:naccho-aboriginal-community-controlled-health-organisations-acchos,"SourceURL|https://www.sciencedirect.com/science/article/pii/S1326020023007458,"
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,",Custodian|custodian:acsqhc,"SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,"
HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.australiangenomics.org.au/publications/framework-for-australian-clinical-quality-registries-second-edition/,Custodian|custodian:acsqhc,SourceURL|https://www.australiangenomics.org.au/publications/framework-for-australian-clinical-quality-registries-second-edition/
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.health.gov.au/our-work/national-clinical-quality-registry-program,",Custodian|custodian:acsqhc,"SourceURL|https://www.health.gov.au/our-work/national-clinical-quality-registry-program,"
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.nhmrc.gov.au/about-us/publications/national-statement-ethical-conduct-human-research-2023,",Custodian|custodian:acsqhc,"SourceURL|https://www.nhmrc.gov.au/about-us/publications/national-statement-ethical-conduct-human-research-2023,"
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.safetyandquality.gov.au/our-work/indicators-measurement-and-reporting/national-guidance-clinical-quality-registries,",Custodian|custodian:acsqhc,"SourceURL|https://www.safetyandquality.gov.au/our-work/indicators-measurement-and-reporting/national-guidance-clinical-quality-registries,"
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.safetyandquality.gov.au/publications-and-resources/resource-library/acsqhc-data-governance-framework,",Custodian|custodian:acsqhc,"SourceURL|https://www.safetyandquality.gov.au/publications-and-resources/resource-library/acsqhc-data-governance-framework,"
"HAS_SOURCE|Custodian|custodian:acsqhc|SourceURL|https://www.safetyandquality.gov.au/sites/default/files/2021-06/acsqhc_-_data_governance_framework_-_dec_2016.pdf,",Custodian|custodian:acsqhc,"SourceURL|https://www.safetyandquality.gov.au/sites/default/files/2021-06/acsqhc_-_data_governance_framework_-_dec_2016.pdf,"
"HAS_SOURCE|Custodian|custodian:ardc|SourceURL|https://ardc.edu.au/services/health-data-australia/,",Custodian|custodian:ardc,"SourceURL|https://ardc.edu.au/services/health-data-australia/,"
HAS_SOURCE|Custodian|custodian:ardc|SourceURL|https://documentation.ardc.edu.au/hda/how-to-request-access-to-a-health-dataset,Custodian|custodian:ardc,SourceURL|https://documentation.ardc.edu.au/hda/how-to-request-access-to-a-health-dataset
"HAS_SOURCE|Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health|SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,",Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health,"SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,"
HAS_SOURCE|Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health|SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw/data-on-request,Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health,SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw/data-on-request
"HAS_SOURCE|Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health|SourceURL|https://www.health.gov.au/topics/hospital-care/our-role/phdb-data?language=en,",Custodian|custodian:private-hospital-data-bureau-phdb-via-aihw-department-of-health,"SourceURL|https://www.health.gov.au/topics/hospital-care/our-role/phdb-data?language=en,"
